name,links,playlist_uris,user
Indie/Pop/Folk Compilation - July 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/3uzBQLQBCwJ5ECVXkxXhp5,3uzBQLQBCwJ5ECVXkxXhp5,alexrainbirdMusic
Indie/Indie-Folk Compilation - Summer 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/35Wa19QQjKE0j61TvL3XQS,35Wa19QQjKE0j61TvL3XQS,alexrainbirdMusic
Indie/Rock/Alt Compilation - Summer 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/5bsTbzpgIgNQTnd9Ljx2iD,5bsTbzpgIgNQTnd9Ljx2iD,alexrainbirdMusic
Indie/Pop/Folk Compilation - Summer 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/6oZYmv4OYebSzJMY9TjSH6,6oZYmv4OYebSzJMY9TjSH6,alexrainbirdMusic
Indie/Rock/Alt Compilation - June 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/4d91PZm30Nyow1bEKXQuhM,4d91PZm30Nyow1bEKXQuhM,alexrainbirdMusic
Indie/Pop/Folk Compilation - June 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/2fBtrBicU5cgfnH8Szqcyj,2fBtrBicU5cgfnH8Szqcyj,alexrainbirdMusic
Gentle Dreams 🛏️ - An Indie/Chill/Electronic Playlist,https://open.spotify.com/playlist/1U7EG0CIkMaWKNSTAjI9E2,1U7EG0CIkMaWKNSTAjI9E2,alexrainbirdMusic
Indie/Rock/Alt Compilation - May 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/5UUL43eQzdR9HvkSNuCSgn,5UUL43eQzdR9HvkSNuCSgn,alexrainbirdMusic
Indie/Pop/Folk Compilation - May 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/4nibKle1Cjlk9YmAeFSkbV,4nibKle1Cjlk9YmAeFSkbV,alexrainbirdMusic
Relaxing Sunday Mornings ☕ - An Indie/Folk/Pop Playlist,https://open.spotify.com/playlist/6qOpTN8BRGrM4sI4YK3u7K,6qOpTN8BRGrM4sI4YK3u7K,alexrainbirdMusic
Indie/Rock/Alt Compilation - April 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/7x7iuEBG4UqNdbFPq8A4oP,7x7iuEBG4UqNdbFPq8A4oP,alexrainbirdMusic
Indie/Pop/Folk Compilation - April 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/4una52h1bJUwbd8eq30sBu,4una52h1bJUwbd8eq30sBu,alexrainbirdMusic
Indie/Indie-Folk Compilation - Spring 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/5o406ydEqagEZmU0t9aUWC,5o406ydEqagEZmU0t9aUWC,alexrainbirdMusic
Indie/Pop/Folk Compilation - March 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/1ysCNM4NREp81EYl36X5go,1ysCNM4NREp81EYl36X5go,alexrainbirdMusic
Indie/Rock/Alt Compilation - March 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/2DyGsEyyfx2cB23WCs1zrc,2DyGsEyyfx2cB23WCs1zrc,alexrainbirdMusic
Tender Love ❤️ - An Indie/Folk/Pop Playlist (alexrainbirdMusic),https://open.spotify.com/playlist/5lRL44HuYR1x4Nkb0jWuNA,5lRL44HuYR1x4Nkb0jWuNA,alexrainbirdMusic
Indie/Rock/Alt Compilation - February 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/0e2Ds3BxHDwPXrMZYY8218,0e2Ds3BxHDwPXrMZYY8218,alexrainbirdMusic
Indie/Pop/Folk Compilation - February 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/40ZPR0dMjfCLYoDMvEnHms,40ZPR0dMjfCLYoDMvEnHms,alexrainbirdMusic
Lonely Rainy Days - An Indie/Folk/Pop Playlist (alexrainbirdMusic),https://open.spotify.com/playlist/1Mp4hRmf3Wl0V7OdY0YSmX,1Mp4hRmf3Wl0V7OdY0YSmX,alexrainbirdMusic
Indie/Rock/Alt Compilation - January 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/1YAHWweiPrzhUHfPWymkvl,1YAHWweiPrzhUHfPWymkvl,alexrainbirdMusic
Indie/Pop/Folk Compilation - January 2017 (alexrainbirdMusic),https://open.spotify.com/playlist/4zT7G8dUB6tjXl8Aexx8CN,4zT7G8dUB6tjXl8Aexx8CN,alexrainbirdMusic
alexrainbirdMusic 2017,https://open.spotify.com/playlist/3fXgOc95i2oevn5jdK0JAY,3fXgOc95i2oevn5jdK0JAY,alexrainbirdMusic
Indie Christmas 2016 - A Festive Pop/Folk/Rock Playlist,https://open.spotify.com/playlist/5ZvqXsD6T2UR5nezvPFhPD,5ZvqXsD6T2UR5nezvPFhPD,alexrainbirdMusic
Indie/Folk/Alt Halloween 2016,https://open.spotify.com/playlist/5BPy1lSZWTotS7mp6cpdxS,5BPy1lSZWTotS7mp6cpdxS,alexrainbirdMusic
Ultimate Indie-Pop Playlist (2016 Edition),https://open.spotify.com/playlist/6HaOOyOEvugF3ZOzHOrE6z,6HaOOyOEvugF3ZOzHOrE6z,alexrainbirdMusic
Ultimate Indie-Folk Playlist (2016 Edition),https://open.spotify.com/playlist/5fygVerVQfczi3hrfw5Zkn,5fygVerVQfczi3hrfw5Zkn,alexrainbirdMusic
alexrainbirdMusic 2016,https://open.spotify.com/playlist/5kiNj8BLGBfKLwASSxLu2U,5kiNj8BLGBfKLwASSxLu2U,alexrainbirdMusic
alexrainbirdMixtape 2015,https://open.spotify.com/playlist/0IuU2diGoEvOm6zEt8eu3h,0IuU2diGoEvOm6zEt8eu3h,alexrainbirdMusic
