artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
John Ward,60vLjtgcrQRJuLfEvM2v2j,18,[],Turn My Eyes To the Sky,5Lhsc4W9LMqlH5ln3b8Qxt,Turn My Eyes To the Sky,6XxTQdTapbXkKiasQ7ZcJT,7,0.532,0.335,2,-14.42,1,0.028,0.471,0.0086,0.122,0.307,137.591,323987,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
Lemony Rug,3W8SYXmxfkh6bvQ41VjSFY,39,[],There's Good To Come,336tSbPsobgSjKTTBnpgUH,Your Talk,1Ksh7Z1Gi4mvyBgBNgBMDY,8,0.571,0.349,10,-11.78,1,0.0323,0.604,0.0922,0.109,0.474,171.109,243146,3,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
Pat Tierney,2wTN9hQfRJLQ8lllx6EphC,24,[australian indie folk],"Golden Lover, Silver Soul",1KAshw4qsPJ9a1BESM68iB,"Golden Lover, Silver Soul",64OMc2ZwRl0hd7KJKkPYfH,15,0.391,0.363,6,-12.017,1,0.0263,0.834,0.00157,0.0739,0.208,80.456,246640,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Pop/Folk Compilation - May 2021,2pzICDbh0v9R99GAhh54NF,Take It All Back,7Ank0oQPzxG05zsY1PMKDo,0,0.553,0.339,5,-11.177,0,0.0302,0.587,0.00021,0.0948,0.235,115.179,223441,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Simple Miracles (The Acoustic EP),57rYhWWZEcsS0D1Vcafcvb,Simple Miracles,091cEOEXlPcKgfj7gPBMvH,10,0.367,0.207,7,-15.178,0,0.0335,0.672,0.000486,0.115,0.179,154.43,210000,3,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
Arvid Lizell,5BrkSxSIkQdP6di1Ffz2io,11,[],Ocean,05XriAwLOoZfAiL9FOg9mE,Ocean,1xof920mJLFv9xBMy0FHA4,0,0.343,0.159,1,-13.677,1,0.0337,0.956,0.00776,0.104,0.263,129.68,230813,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
Matt Sayers,6J4ZbUsS5R7980fCwI8DOh,3,[],Wild Dreams,3X6nq0oPyZGviCz4HK4peu,Wild Dreams,4pUlBlMDrhG3bNpnyGHMMw,4,0.293,0.386,1,-10.985,1,0.04,0.413,0.75,0.098,0.361,116.164,224069,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
Ed Black,5TMmhBKaoiBtEfiZ4YUOYT,2,[],Release,6e1nIdtJ7tkf9snz1pHcHP,Release,7hZKKhZrJrcgjO7hQji152,4,0.698,0.354,2,-9.412,1,0.0322,0.559,2.73E-05,0.11,0.236,139.983,226913,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
Andrew Word,46kdyrnP8TdzHLniBOdQa1,23,[christian indie],You Are the Light,611XINLsAam7zj28RvTLfY,You Are the Light,5Wqs60h54fiCWySHrUVeDB,11,0.436,0.477,0,-9.821,1,0.0373,0.676,0.166,0.159,0.0747,142.034,269604,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
The Hollow Men,2n1XDJJ6HBSQvn4essanna,31,[folk-pop],Coming Down,79Iq3SkeY597ou2OvFhFfJ,Coming Down,3kYUDBK7NuMZ9pc4df0I5h,0,0.456,0.342,8,-8.516,1,0.0529,0.809,2.63E-05,0.143,0.285,78.823,240774,3,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
CHPTRS,3BWtALtalPxptLllZwZ4QI,44,[],Chapter Six,3iGkb3UF4WpHQz1sK2EBTi,At Dawn,1XL7tAR2PGNOAABRqj7mRB,20,0.449,0.473,2,-12.365,1,0.0286,0.328,0.121,0.0977,0.0577,88.97,274213,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
This New Light,6A6Iy2NAlSomrHjx13YumR,39,[modern indie folk],"you, all along",2JbSkrtowXyfnR89YMx3Wh,End of the Line,4FQVyRqhQrI6QtwSpwE9bX,47,0.336,0.252,4,-10.681,1,0.0352,0.855,0.0268,0.0985,0.0502,119.979,260049,4,Wanderlust 🌲 - An Indie/Folk/Pop Playlist | Vol. III
Vacation Manor,6lcBiGiT3dlyDMjBBtfyfS,55,"[indie poptimism, modern rock]",Vacation Manor,48XpsbZn6EBi2qKKG0Fr0n,If Only for Tonight,1eaTrBr0DNKGJzmhQsIbG0,0,0.51,0.807,1,-5.941,1,0.027,0.0302,0.00868,0.131,0.562,146.978,296427,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Moody Joody,0ndpuECxVStTsHhzq4Euxz,32,[],The Heat,0g7d0xQ8arRa2SVdfVTd72,The Heat,2Tus0XEu4LmNlk97CLML9u,37,0.562,0.69,0,-8.879,1,0.0322,0.159,0.000426,0.442,0.65,154.941,204052,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
NIGHT TRAVELER,1Yybte8g5co6ZQaFZdhMQH,40,[hopebeat],Dreams You Don't Forget,3PJe5CI9HcvQaQtDvCZmS4,Surefire,3yTPovBS6q8zcevTR3UowE,24,0.603,0.725,2,-6.904,1,0.0346,0.0375,0.000331,0.0583,0.498,116.997,280093,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Tom Speight,02U4dXZhGSo07f66l8JZ91,53,"[indie folk, indiecoustica, viral pop]",Feel the Night,5wlRaLX971FI816pA5ubb7,Feel the Night,0FeMcfh8VQJGqwxA43wDfV,0,0.545,0.846,0,-6.181,0,0.0494,0.0542,3.19E-05,0.352,0.644,133.939,190427,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock / Alt Compilation - December 2020,43jm8x99GPk4eZYk5sH5Q8,Waves,5cjNTGk5oNcyAm96j7hD41,0,0.799,0.475,0,-9.039,1,0.0311,0.0392,0.0019,0.102,0.451,124.018,201923,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Luca Fogale,3GKdEPHUSBp3iNT4SG2Med,54,"[indie folk, indiecoustica, neo mellow, vancouver indie]",Nothing is Lost,0DtpBbI7QACD3pt5vNPGfc,Every Colour,7nNq5Q2Khh1bOyF1QQFLjd,9,0.537,0.495,8,-9.237,1,0.0329,0.118,0.0187,0.101,0.189,98.024,236957,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock / Alt Compilation - April 2021,5igSlwtKwAAKTYW24uD3sM,Missing You Now,2169RIYGsPnnKRPMc8bDvz,0,0.614,0.664,7,-6.211,1,0.0258,0.0082,0.106,0.101,0.527,91.997,260881,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Rhineland,4vMdQrvTXjEPjscJjTnp0a,20,[],Burning,3jrq8ozgsWw0llSWNe2dL5,Burning,21OBrUPHGOgYgI5A9doLIA,10,0.578,0.725,8,-7.08,1,0.0268,0.00108,0.0997,0.109,0.223,105.009,235227,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Caught in the Middle,1IgjjydMmhfQjP8rBKd9c2,Caught in the Middle,38QFaPjIk4wG5vwNU2RgFq,0,0.482,0.829,0,-5.728,1,0.0372,0.0375,0.00362,0.1,0.374,105.027,216147,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Yeti Tactics,7x9Fs2EoC9wnaAn15xcwVO,8,[],El Matador,51JkLtAmMMR6w5EkaiuDMh,Leave La,76QVEv67WSkYKtZ0Nle0bU,0,0.583,0.72,2,-6.645,1,0.0292,0.0238,5.29E-05,0.0857,0.525,145.958,204998,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
By The Coast,2iewjEprGDCLtGNGLHSdqm,39,[],Radio Wave,1N63ztyJfvjbdSfih6Comf,Radio Wave,5XGbOYHx7XdETaHNXJ61Wu,16,0.493,0.403,4,-12.63,1,0.031,0.125,0.49,0.163,0.127,178.004,264673,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Francis Moon,34vKz2ZsiJJiB2W1YMHtCG,30,[dutch indie],Here We Are Now,5GTYE8fDSfLcog7U45MlZ4,Here We Are Now,7ubMrn85hqdYGN8Ro82rsZ,0,0.303,0.903,10,-4.451,1,0.0575,0.00946,0.00155,0.357,0.576,180.049,219893,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation - October 2020,7ugSPRWCDJMRSqoRMTyD3b,Freeway,0VTTE85F7sxvCKPDg8UDLQ,0,0.563,0.707,6,-10.829,0,0.0798,0.618,5.73E-05,0.113,0.581,161.008,310307,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Kinn,09qJ9dcanr8ZWQpnWdkViV,15,[],Chase the Sun,6WAEW8cnP40qzPG9Q2Vpas,Chase the Sun,3HWnCxyNoovqUFB2zpJInS,3,0.54,0.724,6,-6.553,0,0.039,0.0117,0.137,0.132,0.353,133.907,221666,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Pop/Folk Compilation - July 2021,2cVoBppFZ1zkPHfwd7V109,8 Hours,2B6nRsgmTYchL939fZnKrA,0,0.597,0.605,9,-8.921,1,0.0295,0.313,1.53E-05,0.0802,0.488,115.969,229914,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - May 2021,5S6o1nC7XjuZj4YUeNND73,Breakdown,7n1kDGDmVkCBXvwjWjWCPI,0,0.531,0.696,2,-6.679,1,0.0314,0.0473,0.0141,0.118,0.729,159.952,226410,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Pop/Folk Compilation - May 2021,2pzICDbh0v9R99GAhh54NF,Drive All Night,4U5N1toTPzCJCh4kQkXF3Q,0,0.45,0.555,7,-8.071,1,0.0424,0.0846,1.27E-06,0.0684,0.326,85.874,221402,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Jenny Kern,4SuBL2GsDPfdX1oeOUDvA0,24,[],Run,4Y9LXj1lAWs4FdmKltAtOk,Run,4fki4uNG1ThYhYR3Mrhdh1,12,0.643,0.665,2,-9.122,1,0.0494,0.273,0.0416,0.102,0.657,157.101,235547,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - July 2021,6gznkNM1OW72DnpXRIQLg4,Ily!,65KJOM7wFoJTrlnDojPY01,0,0.59,0.499,4,-9.42,1,0.0326,0.26,0.102,0.103,0.642,89.997,201952,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Pop/Folk Compilation - July 2021,2cVoBppFZ1zkPHfwd7V109,Portland,3zkhmlz5uVrDvJp9PX41ra,0,0.642,0.536,11,-11.17,1,0.0288,0.165,0.081,0.101,0.374,137.968,236947,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Siiga,0clzNEJT9mlytQHxiXV1AH,15,[],Gemini Rising,0mgv9NIk0ZbVu5Evoj0E7k,Atlantic 252,2FTBt9ExHzNgQfVXSqrpsM,8,0.49,0.781,11,-7.829,1,0.0291,0.00199,0.638,0.221,0.446,157.997,300613,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
The Dryas,3E0LBdcmXMrHjGW5ad4o0a,2,[],Run,3vGAotOKysyNpO7vQn4P4M,Run,7a4chPtxVVGUL2fRQdpNNT,0,0.563,0.724,9,-6.668,1,0.0281,0.000789,1.65E-05,0.175,0.552,143.99,245532,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation - April 2021,5LepOSGogmdpxI66XahqRy,You Know,0mPaSxhJ9GgAklB9jynawC,0,0.404,0.546,8,-9.48,0,0.0277,0.352,0.391,0.0996,0.166,142.099,207893,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Francis Moon,34vKz2ZsiJJiB2W1YMHtCG,30,[dutch indie],Chance,06j5N9WQWCN3ZQ2stWC1vB,Chance,7oXDRJiVCRoNovhjg4fsat,0,0.54,0.872,0,-6.604,1,0.0519,0.011,0.000146,0.116,0.549,127.953,225600,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - May 2021,5S6o1nC7XjuZj4YUeNND73,Ez,4nvLidBSZDvuvbkSmkeqRE,0,0.642,0.531,3,-8.419,1,0.0345,0.146,0.209,0.61,0.552,140.023,254480,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Robby Hecht,0ZDm55WIaMpvEkX8cY1AAk,34,"[indie folk, nashville singer-songwriter, new americana, pop folk]",They Are You,4fjdYOwjejeWhOp2K42Xux,They Are You,5FdtgW0zQFghZjsLlu1cPv,6,0.631,0.714,7,-11.129,1,0.0435,0.645,0.0581,0.166,0.471,90.485,255191,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Rock / Alt Compilation - March 2021,6flG9Vbcc2ykTcK4xq2eTS,Right Person Wrong Time,32afdJaCm06JjMIv0Ee47C,0,0.484,0.844,5,-6.562,1,0.0348,0.00118,5.75E-05,0.177,0.301,139.983,197147,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Need You Right Now,2RstShijnH4dX8YVWKUJpo,Need You Right Now,2KyRAms4mefqCj7Tk6XjwO,0,0.465,0.81,1,-6.71,1,0.0308,0.0058,1.36E-05,0.125,0.332,139.011,254467,4,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Chasing Ella,3JNow1hmhEhsTlVEuxHmud,2,[],I Haven't Moved So I Lost Myself,0fW7yyNuZzCx9pGGYgP7Sc,Nothing Else,21XL8fXtTzU9S7fDBbsuh9,3,0.598,0.908,2,-4.357,1,0.0385,0.002,0.849,0.186,0.509,139.995,258000,3,Endless Summer Nights 🌃🌴 - An Indie/Alternative Playlist
Surfclub,3QwEygBm11hcK6UrW5mWk7,25,[],Get Away,4zU3g5Az2VBazzgLgN0BaY,Get Away,6BrWjH8lPj0pxSVwNomB22,35,0.561,0.921,11,-4.859,1,0.0407,0.000842,0.00116,0.523,0.903,138.996,211559,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Kios,6QwafsS6zOgjHLYRCkuXB5,13,[],I Need You,5xGpdQgvIT1yX8iopooqTO,I Need You,5xTQTLoe9PniWNTaUoUB1y,12,0.634,0.813,7,-5.172,1,0.0288,0.0157,0.012,0.127,0.908,122.032,240140,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Lawson Hull,218354K2Ph7ewCzbVvGe0K,44,[modern indie folk],Parking Lot,2GYR9l6MvE99NUryAIC384,Parking Lot,2c569425tJuvHD5CSM6iKm,0,0.435,0.765,10,-5.104,1,0.0402,0.00445,0.265,0.261,0.695,132.045,194828,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Nightshifts,1GLzXZd8MfzeQgkKKR7k8C,31,[],Kicks,5sd1yuJz5nPdXt2xhghvMk,Kicks,5HOqxHVvi2JZfFGviilqmJ,30,0.693,0.595,6,-7.004,1,0.0285,0.11,0.0547,0.102,0.704,122.988,212073,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Michael Barrow & the Tourists,1mhe70fSiQDyc16JVlhBUE,29,[utah indie],Clover,1aKUDayJYD8jylsH5BIlej,Y.O.U.,6NCXZp2MdoKvoO6k9NRanL,26,0.677,0.737,7,-7.013,1,0.0522,0.0261,0.00114,0.123,0.888,90.984,233207,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
The Haunted Youth,2BJzRLleDH2jTAArbI4Xod,45,"[belgian indie, dutch indie]",Coming Home,1BGIJrOcqsGlw5FeKKEl2m,Coming Home,5WF9hYJ9dv5tWQaP9BZbUJ,31,0.336,0.865,4,-5.883,1,0.0353,0.00103,0.965,0.242,0.415,160.053,265347,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Grizfolk,6Xa4nbrSTfbioA4lLShbjh,53,"[indie poptimism, modern alternative rock, modern rock, pop rock, stomp and holler, swedish alternative rock]",Fumes,6tZUDHIo7x8ku2J6BwAsKo,Fumes,15C1aRJ43NjN3JLpGyW0RT,0,0.523,0.817,7,-5.988,0,0.0477,0.0111,0.0745,0.0726,0.27,160.985,242913,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
False Friends,2zRkwja2hjTu42MFd4svTO,4,[glasgow indie],Such Good Weather,12aIQgdoh5JJMG5hhlocSt,Such Good Weather,0bFlWQanHDNK1NFg0ZZbun,8,0.64,0.895,10,-5.938,1,0.0374,0.00584,0.0256,0.181,0.631,125.007,222493,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Elenowen,0YupLF0tszgj7vyKCQlRoC,25,"[acoustic pop, deep talent show, indiecoustica]",Believer,0TCLGVkwCcK0E8nhlFa3DF,Believer,6sciscRzw5P579AHCtiR9X,1,0.537,0.497,7,-7.813,1,0.031,0.4,2.81E-05,0.136,0.204,134.048,234160,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Sakura,781CTFpA8uZaTdFtBpjr8k,0,0.511,0.657,3,-8.653,1,0.0285,0.00582,0.108,0.149,0.487,148.036,220630,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
girlhouse,7AWyYXZ5tIc0xNSfKLD3QX,46,[indie pop],happy now,21QGWNhngdZrTaqvc8D4Ax,happy now,70US509azqfVRWkblAusW5,20,0.401,0.779,3,-6.965,1,0.0346,0.00716,0.021,0.383,0.327,90.021,216667,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Wilby,1Y6ECsGp8e5NR3v88UBIPT,24,[],Translucent Beauty,773yno5xBZOaOtkC8I0krP,Translucent Beauty,4oBdIT8OpSYSQf48QM65wI,11,0.602,0.636,4,-11.675,1,0.0365,0.082,0.0234,0.0613,0.727,131.974,212779,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Downtown Lights,1lMfJDO7brwUWlcr7RdOq5,0,0.633,0.648,8,-7.729,0,0.0235,0.000187,0.00671,0.34,0.464,105.975,237067,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Dead Weight,5hPFrrBPCIHzhY42NfvKNn,0,0.594,0.796,0,-7.254,1,0.0317,0.0901,0.00248,0.111,0.664,119.98,214000,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Kloudink,3oEPpWf8EAjhwnTqDoXH2P,21,[],I Don't Mind,05Vr1B1bz0yH2mLum9VSvo,I Don't Mind,7AUY2b1T27swWUTcLbJy8C,7,0.487,0.815,2,-8.553,1,0.0299,0.00121,0.614,0.159,0.782,159.034,187067,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Built to Stay,4XX8EaZwfg2yKmbl8uRyAm,0,0.557,0.823,5,-7.669,1,0.0562,0.0308,0.000194,0.271,0.544,141.92,252500,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Rowan,4S02P3R8YZkZGM79HEH7ov,9,[cork indie],Everybody Talks,06qTL5dOQMbVx6DfvFHRqy,I Don't Wanna Talk,26HN99wf0POQaNYHgWgIrZ,2,0.541,0.286,10,-10.606,1,0.0301,0.827,2.18E-05,0.793,0.118,131.851,377427,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Hold Me Close Hold Me Tight,2GQWGhOdX7q2r8fBlDfc3I,0,0.384,0.936,9,-3.369,1,0.0628,0.00078,3.99E-05,0.133,0.685,155.066,217162,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Bad Blood,7o1r3L6XtTLpn7apQSFhbq,0,0.416,0.297,1,-11.202,0,0.0283,0.841,0.417,0.107,0.0995,140.019,241929,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Color,06EmoxlbG1rbH3dqao4dyi,0,0.619,0.664,7,-7.468,1,0.0502,0.801,8.62E-05,0.12,0.0908,125.077,216375,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Angel,6cyVR2uUWD72KUCrVTFuzM,0,0.534,0.447,4,-8.475,1,0.03,0.243,3.80E-05,0.0979,0.113,122.002,250667,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Pelham Blues,698QRdL27BYUbBhRd2cVLH,0,0.738,0.705,9,-6.86,1,0.0356,0.272,0.00421,0.0546,0.96,124.023,176881,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Counterfeiter,0V1ChyITpsnriYlNRcvUe0,0,0.518,0.44,2,-8.636,1,0.0313,0.781,0.00245,0.104,0.278,78.955,210513,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,The Dealer's Hand,7uf8YGwaOtuYoI6o6K7rfQ,0,0.396,0.579,7,-8.38,1,0.0325,0.769,0.927,0.113,0.497,115.024,187507,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Star Signs,2v7IZCry9UHRJdmIkG5HWd,0,0.622,0.392,8,-10.697,1,0.0335,0.0645,0.00065,0.0997,0.238,85.969,206163,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Rock/Alt Compilation - August 2021,0w4iIB4sinrlVUy3AYpW8w,Lynlake,1r2R1a9bXY3ePZRdIvsOJQ,0,0.669,0.566,0,-9.808,1,0.0313,0.637,0.000269,0.242,0.25,102.053,286520,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Arrow Kids,0iaCuGKEBtSdXgQtL8S0Nl,0,[],Stay Young,6vUOz8DfYtZH7dWyjZngH1,Stay Young,3ny0ngwaIdl3ECUlO5oLSI,2,0.632,0.436,0,-9.182,1,0.03,0.00401,0.00302,0.0825,0.177,119.976,194691,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Telegraph,6jPQ9UDEbratb1Sys0sovL,17,[],Time to Come Home,0FGKd8D71w6w4FGn5di6Nn,Time to Come Home,53yz3pBwmaAWOwWpV1LROP,6,0.598,0.825,2,-5.514,1,0.0329,0.484,0.0006,0.135,0.416,101.997,235939,4,Indie/Rock/Alt Compilation - August 2021 (alexrainbirdMusic)
Jack Botts,4VeyhwBUfsaWMkQ2Ld8QNl,51,[australian indie folk],Slow Mornings,4klmewvkTrB4zj1NuRohTZ,Southbound,3kx1kU1pGBvyYHRzq9KCEx,31,0.583,0.61,8,-8.898,1,0.0344,0.627,3.89E-05,0.11,0.343,89.946,153000,4,Indie/Pop/Folk Compilation - August 2021 (alexrainbirdMusic)
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,68,"[folk-pop, indie folk, indiecoustica, neo mellow, stomp and holler]",Amsterdam,6Ju9oTtTNypA2En3jEoXWP,Amsterdam,1sIAk1Hpj5YsMyYYtTsdal,11,0.637,0.484,1,-9.426,1,0.0284,0.213,0.000102,0.0904,0.59,140.088,213920,4,Indie/Pop/Folk Compilation - August 2021 (alexrainbirdMusic)
SAILR,3OjFBZXDBX6mrezQFaadGa,33,[indiecoustica],Puzzle Peace,7vKsNksBLfF9WRExodr9DF,Puzzle Peace,6RNx2PvcKDBJSvFMW6SqES,30,0.406,0.487,1,-10.62,1,0.034,0.483,0.178,0.0727,0.19,171.975,234987,4,Indie/Pop/Folk Compilation - August 2021 (alexrainbirdMusic)
Morningsiders,5hPR4Atp3QY2ztiAcz1inl,60,"[folk-pop, indie folk, indiecoustica, neo mellow, pop rock, stomp and holler]",This Could Be Good,3RnoFLcycTpSUc675Iwqjv,Bowery Ballroom,2sQwszLONZQey2ZqMfKA7U,0,0.566,0.654,10,-5.934,1,0.0348,0.115,0.00027,0.0819,0.602,171.935,200947,4,Indie/Pop/Folk Compilation - August 2021 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Pop/Folk Compilation - August 2021,0wAliXc27WlkrxxOBxcVuD,All In,4K05d4AqKxo7C36Ub1Ahmx,0,0.566,0.706,8,-9.096,1,0.0513,0.315,0.923,0.0826,0.683,149.961,194561,4,Indie/Pop/Folk Compilation - August 2021 (alexrainbirdMusic)
Michael Dunstan,1NiUyWpQtsymFf3Ks4DZlt,34,"[australian indie folk, australian singer-songwriter]",Home (Band Version),0ITzMocL9XFvoNI7pG03tJ,Home (Band Version),40lp3weUyO5MbqVAHqH7ai,6,0.604,0.626,1,-8.534,1,0.0377,0.395,0.00468,0.0879,0.225,128.007,239819,4,Indie/Pop/Folk Compilation - August 2021 (alexrainbirdMusic)
