artist,artist_id,artist_pop,artist_genres,album,album_id,track_name,track_id,track_pop,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
Lockton,5y5C9KtxRHH1FazZIYxGcc,17,[],Isle I Am,0mm6S4KEQg4CTVNctPoRT5,As I Fall,7uxsteLGoF45ohDR1bWHGG,14,0.241,0.326,11,-13.153,1,0.0374,0.385,0.431,0.19,0.0479,104.518,228181,3,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Here with Me,3ZxCNdgJPXidF89RO2cj3e,14,0.355,0.33,10,-12.65,0,0.0682,0.827,5.26E-05,0.117,0.283,199.002,226038,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Liv Gallien,6cXNLrD0mJnUr9SYwcl1jT,6,[],Just Kids,1LR6pa9euqm3NZB2Bv51Iu,Just Kids,4JQboADbPTkay1SqWRTKJS,16,0.312,0.398,10,-10.59,1,0.0333,0.802,0.0206,0.344,0.131,132.793,269966,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Rosie H Sullivan,0lVelcY3fGmACzxZGSW3Je,27,[],Lights,758YCPdx12u1Mwfv0BXyye,Lights,0bXu0KtV5LaKSQOdBjgQFj,20,0.406,0.132,11,-14.3,0,0.031,0.924,0.00133,0.111,0.19,135.692,223935,3,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Hannah Glavor,0SQPk00ou3FquOqGY1wLoM,20,[],Find a Light,5pGlBZGq95HPM0CncMPM6x,May You Find a Light,47ghBGrK110m2ChaoOJvXW,15,0.571,0.248,0,-15.065,1,0.037,0.957,0.0255,0.117,0.147,79.534,201375,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation: March 2023,6Ngp5vLfQgZly5bLLihe82,Morning Melody,13xIlRWkPr89JvvE4kH8iY,14,0.533,0.358,0,-13.148,1,0.0308,0.843,0.0183,0.0699,0.334,93.017,208956,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Michael Benjamin,2EczmcWYFrGxMwxxjNbc6r,30,[swiss pop],This One's for Us,2yi8ErBVBN5Vmzp5TG6Dr3,This One's for Us,28sKHSTUImAfww3rRduJLs,31,0.478,0.291,3,-14.025,1,0.0293,0.798,0,0.106,0.65,111.093,144480,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
The Hollow Men,2n1XDJJ6HBSQvn4essanna,31,[folk-pop],Said,1Y9bHdouJRJh8oNC4TBlFL,Said,671tojOpqxFkj7fdfLUL9a,31,0.418,0.362,3,-11.732,1,0.0545,0.58,2.33E-05,0.115,0.192,129.505,256174,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Francis Moon,34vKz2ZsiJJiB2W1YMHtCG,30,[dutch indie],Two Worlds Apart,10bBVtYfdb8ruN6odTF2pE,Two Worlds Apart,0ju4LUS90Wd7ppiVQoK05K,34,0.289,0.354,6,-12.49,1,0.0359,0.63,0.000916,0.091,0.293,173.9,208000,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Slow,0VLuPBkLxjxjZuQnLJyYL5,Slow,1lupNNlEec46jcBnQcQcnG,40,0.494,0.293,5,-11.591,1,0.0333,0.943,0.000139,0.0963,0.214,75.16,216547,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Children of Indigo,0a9kC6aLWS4HKK2X3yzDGK,29,"[modern indie folk, ottawa indie]",College Kid,4MpDhyP1ud4Gaoqv1Cz5fq,College Kid,3eg68I8lkIAZFKZw8VJacY,28,0.533,0.491,11,-9.674,1,0.0395,0.212,0.0446,0.168,0.35,78.944,220136,4,Indie/Pop/Folk Compilation - February 2023 (alexrainbirdMusic)
Jackson Wooten,0y7d3G52a49UExL70y2lkz,30,[nashville singer-songwriter],From a Warm Valley,5eEU9cEbcVeR3ltneidPD3,Morning,0xQISVRlAtWi1xnDKzfyBt,23,0.458,0.278,11,-13.746,1,0.0301,0.621,0.0906,0.126,0.32,153.904,253787,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Tommy Ashby,7y1RS42LqlRYnpONXTjN3t,41,[modern indie folk],Lifeline,0OjLqZphuYUpGPIpj8vMB8,Lifeline,6LM7uEG1luZEexdl56e67k,23,0.613,0.297,8,-11.699,1,0.0373,0.864,0.00167,0.0693,0.318,116.908,239736,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Leucadia,0pocOEvAFVPdmWwXtvsLYi,31,[],Sunshine,4Dj7BZoJUlm2RnE0sDZA1N,Sunshine,5lkPBRu6eUBKPYWxh7g6IN,29,0.48,0.639,3,-7.416,1,0.0294,0.0666,0.00347,0.2,0.385,99.916,228027,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Olive Klug,3SEtmo8E5DJVuGddKYqeiU,48,[gen z singer-songwriter],Out of Line,1G6QHRWGHUWqG1yoOKjYQ7,Out of Line,5qtWtxi3eBtxof0bbnbHvl,37,0.443,0.639,11,-8.082,1,0.0747,0.823,5.25E-06,0.325,0.31,73.202,227792,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],Slow,0VLuPBkLxjxjZuQnLJyYL5,Slow,1lupNNlEec46jcBnQcQcnG,40,0.494,0.293,5,-11.591,1,0.0333,0.943,0.000139,0.0963,0.214,75.16,216547,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
TheOvertunes,3t4MHnVggiFLOuSSh4odBk,60,[indonesian pop],Write Me Another Song,0DKTxLlMO5NZGrAjXZ9C4S,Write Me Another Song,4gjjm1Q1fgHby4einyc0rV,38,0.516,0.538,7,-9.378,1,0.0402,0.522,4.14E-05,0.407,0.245,82.047,248335,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Annika Bennett,6p6WfcngzvbVPbmV9HMb5l,38,[nashville singer-songwriter],ROOM (DEMOS),3Qx23YcbMMk88zDgOrjEdz,so much more than me,1HEsijXAN4xNMezWHzwcJQ,24,0.43,0.312,6,-10.002,1,0.0364,0.806,0,0.17,0.399,117.457,186864,5,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Toby Johnson,6aWiYkCceJsc6lorPBdvIg,34,[indie anthem-folk],Chaos,36fSNv9R76tiq4R21cqqvd,Lost,73rn25ksg8Y2yX566v9nwQ,21,0.641,0.741,4,-6.865,1,0.031,0.252,4.32E-05,0.0866,0.62,80.004,249049,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Gabrielle Grace,04I7vAN53FF1W4I3c0kdnS,27,[],Draw the Line,1tcfml2TBuvBOJGQWE2lrs,Draw the Line,4yKBochFf24wBnbCo1qW3d,23,0.451,0.453,9,-11.305,1,0.0284,0.801,0.0111,0.107,0.32,79.46,216227,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Million,01O7fHewOdqOIOxQksPMKB,18,0.237,0.294,11,-12.654,1,0.0363,0.562,0.00925,0.117,0.191,173.062,212767,3,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Holding onto You,4FCauYMUlnmBUAv2mTwUG6,17,0.584,0.669,4,-8.34,1,0.0348,0.501,7.99E-05,0.112,0.622,97.064,198556,3,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Pop/Folk Compilation - July 2022,6APIs9FqkgzJMLoArAsBJS,Dog We Don't Have,634nWZ7dbLHoRWPn2npJZg,17,0.728,0.611,11,-7.303,1,0.0265,0.33,0.0229,0.184,0.64,120.007,209094,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Arbors,7MQzeHXh1zlxmXvPDxMH9n,17,0.464,0.169,3,-12.586,1,0.0319,0.954,4.36E-05,0.127,0.218,156.121,270367,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Evergreen,7BpzLSI0F4lf1a0xWAAjL1,17,0.563,0.269,0,-14.382,1,0.0317,0.691,0.0326,0.133,0.223,120.018,274625,3,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Day Go Down,4pOPWrd7ex4V47MwWWBNNE,17,0.644,0.236,9,-13.413,1,0.0278,0.836,0,0.228,0.501,104.896,182997,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Tom Harrington,4ZkICEILCKffUUFX9J88CY,14,[],Be There Soon,57rvJBX7DstyC3BcEbiOKP,Be There Soon,1flOZ1UiumBgER1eit1vMI,20,0.657,0.545,10,-12.174,1,0.0355,0.658,0.0862,0.154,0.388,118.032,216651,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Lauren Juzang,2HCsMc18MHvpDACmNhbpQ5,22,[],Yeehoo!,425NhcK8beUulJGrT4duTL,Yeehoo!,7CturcmN3XAaQhl32n5Pm2,23,0.525,0.279,2,-12.965,1,0.036,0.939,0.0014,0.167,0.345,71.432,208846,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Phoebe Go,4WZlZAyyBNVwoG4Zrh1tfC,30,[],Player,3jEG1KuLxlfXCuy2dL71Zx,Birthday,23N20TbPpwWTtplPqHEmdh,21,0.443,0.192,9,-15.267,1,0.0518,0.903,0.0553,0.31,0.216,100.345,193693,5,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Oliver Hazard,3F4iXxXxe7iazo3Jnwucng,59,"[deep new americana, indie folk, stomp and holler]",Two x Four,4HhNsvP6LfskPjpcaI4eVp,Two x Four,0vHbrON1amYHNHhusJ3xyx,36,0.459,0.549,2,-8.145,1,0.0347,0.522,0.000283,0.128,0.417,84.109,254053,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Checking Up - Ackerman Version,4yTWL9DU2QfZh2YxALpM9p,17,0.753,0.47,2,-10.202,1,0.0341,0.789,0.0192,0.0951,0.776,129.894,164520,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Seánie Bermingham,11SKACGCH6dgAW0RxQPMxK,27,[],That Hollow Moon,6LDHYso4mlEutd49rEln9H,The Centre of Everything,674NESEjDBIx9Xrzlouogc,22,0.565,0.369,4,-12.271,1,0.0321,0.701,0.0327,0.086,0.214,90.161,209988,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Stephen Babcock,2T7RS31mcELNJfm8drXu4o,20,[],Monroe,2Ftm7g7Wt5jTZpaZ1c8Syg,Truth of the Matter,4dkq3TuIeL9dkEvVxNJGSO,19,0.569,0.332,4,-11.265,1,0.0264,0.816,0.00627,0.0986,0.34,92.519,220541,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Titus Haug,6o4vReQTCjhgC1xdMoF7fC,24,[san diego indie],Shaky Sighs,58PabTqxgl7IKs2zlfOIF0,Shaky Sighs,3ls1QY8BfUZDdOeHSIstji,18,0.587,0.401,4,-9.587,1,0.0271,0.754,0,0.0965,0.19,123.388,220567,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Children of Indigo,0a9kC6aLWS4HKK2X3yzDGK,29,"[modern indie folk, ottawa indie]",After All,11OI5CyF7IOiq9LTAX2uK5,After All,0BCc9pCOMD5wGhwIyC043w,31,0.565,0.347,9,-12.023,1,0.0342,0.928,9.70E-05,0.114,0.377,123.801,159943,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Solitude,4YICs7HpVCtaKjznC0KeYe,16,0.733,0.444,7,-13.532,1,0.0293,0.751,0.121,0.105,0.256,115.03,281240,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Nobody Told Me,5Kz7sEJOuG1lutZZLNH4br,15,0.499,0.379,4,-9.69,1,0.0374,0.872,0,0.281,0.293,126.864,157000,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Pop/Folk Compilation - May 2022,5QVmRJblqFI8zQsjYqC4GE,Coming Up,1WmMqhyTZ4kizR4eMoT1LE,16,0.637,0.497,0,-5.482,1,0.026,0.109,7.83E-05,0.0795,0.326,79.014,261097,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Trevor Hall,3RMHexittaAZkf8zukkZB8,62,"[acoustic pop, high vibe, neo mellow, south carolina indie]",Hold On (with Gone Gone Beyond),0MuMD4B9QNIapJlfNXMaod,Hold On (with Gone Gone Beyond),1Zt5xYz9Fnsoa5rkbSPJWe,48,0.638,0.513,7,-10.218,1,0.0328,0.809,0.00103,0.134,0.271,77.999,207812,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Leave,1cE8iKndpkxdTtNNvXEm13,15,0.681,0.294,5,-10.721,1,0.0275,0.892,0.000732,0.111,0.393,109.92,267755,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Michael Barrow & the Tourists,1mhe70fSiQDyc16JVlhBUE,29,[utah indie],Clover,1aKUDayJYD8jylsH5BIlej,Time Rolls On,0i1ssYKFz4fB3vt93dwmaa,21,0.7,0.403,7,-9.877,1,0.0261,0.657,3.51E-05,0.094,0.33,121.837,214367,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Joey,1va0hJlxC6HFDIbwuxnk8X,16,0.598,0.559,5,-9.606,1,0.031,0.648,0.00139,0.166,0.399,125.101,218520,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Cayson Renshaw,2hVHQSQmwraIZSyISHOWEf,37,[lds youth],All You Need,3T9o35uehDrWizGjB4YO0P,All You Need,1s4eJ0TuGwTXqi5xe19nkq,17,0.463,0.492,4,-10.885,1,0.034,0.388,0.0263,0.116,0.16,73.788,222309,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Lillian Blue Makin,69NqHAYlZQ6ueRawGqqINh,22,[],PRIMARY LANGUAGE,5ddml0RpV6Bijbtr2Na3BZ,Melancholy Kind O' Romance,65h3T3Pp4107Y9r6sulfnu,15,0.503,0.462,4,-8.411,1,0.0284,0.39,0.00597,0.171,0.185,119.949,271793,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Paul Moody,6FLG88yIgDt5jgvGxB9trN,37,[],By Your Side,2zEnP453qm3fOwx8SQK556,No Sorrow,0SlrG6aaA41hwca50fBYbK,17,0.695,0.186,6,-16.638,1,0.0346,0.909,0.117,0.131,0.136,122.062,146365,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Lewis Ross,7H1Mw1I4p9sTGTtbGCj8E3,25,[],Talking to Myself,6VdMYhNCaNhmDWyfr6M1Za,Talking to Myself,2whD3oj7ON9aWkqPEqIlpq,16,0.561,0.193,6,-9.149,1,0.0312,0.72,0.00111,0.108,0.175,121.394,210380,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Lady Kisses,0H7TgzQnHp4utmHWgoWTgI,15,0.41,0.128,2,-17.947,1,0.0309,0.848,0.0153,0.335,0.254,143.958,241300,3,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,A War We Couldn't Win,7rD2vLV7RfdDs461mN2It0,15,0.551,0.218,5,-15.941,1,0.0397,0.821,0.0142,0.114,0.456,157.651,186480,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Blind at Last,6cpERrDOt9Y7p1x6Z2AZLL,15,0.397,0.25,9,-14.097,1,0.0368,0.891,0.000377,0.158,0.359,199.871,308767,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie/Pop/Folk Compilation - June 2022,7e7iWRTsHZS8SXQuNPnocS,Not What You Think,1QwvJVVbdxBSf04QdlCVC7,15,0.67,0.446,11,-11.57,1,0.0355,0.772,0.0582,0.112,0.474,89.952,202387,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Shoshanna Bohlen,31XyBWUpTIvCfHDvxgAhM3,21,[],Messy,0jiZuh6ONTgSpzjfFYE9W4,The Oj Song,1dE2btF7qkib12HdkgZwkh,16,0.546,0.163,0,-15.298,1,0.0309,0.834,0.00835,0.272,0.232,109.561,206000,3,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Gemma Laurence,2sNPTD3BelCCJaH18PmeKm,20,[],Lavender,7wsCQGR1NXmOR6isG6aiBE,Morningside Heights,3yNw98tJr4m0WQmsDOxeQg,17,0.494,0.227,0,-13.258,1,0.0422,0.908,0.00558,0.109,0.142,125.963,156107,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
chrysalis,26lpJv38Pa4crAQGNsTTsS,17,[],handprints,7KBkj1z98ybPgUiLMJnORO,handprints,42CLn5VLPKHtD14TPgPrbh,20,0.289,0.159,3,-17.779,1,0.0355,0.872,0.0248,0.105,0.197,175.501,239523,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Acoustic Breakfast,6cvBBXq2pvSKhAR600pv8G,Bungalow Song,4o57Vu6nXV16eC0dTa498t,15,0.618,0.548,11,-9.228,1,0.0333,0.266,0.00149,0.195,0.345,148.074,236278,4,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
Tow'rs,3LcpRDABINyBTa4V1s9Hql,46,"[indie folk, indiecoustica, stomp and holler]",I Must Believe in the Morning,5HFMdkKqwmOxy0xU7NeOYm,I Must Believe in the Morning,2Y6xcgTp1Wnz8c62EDJjM9,34,0.64,0.202,7,-12.123,1,0.0309,0.771,0.000354,0.145,0.464,141.885,275938,3,Acoustic Breakfast 🥣 - An Indie/Pop/Folk Playlist to start your day
RIVVRS,5T3N5ks9c3L7D4aXw54DVs,36,"[folk-pop, indiecoustica]",Brand New Light,3hcLANqWxZT0f0vTjIGBpv,Brand New Light,2jzUVJXGNkisp8LRVFhFB1,28,0.562,0.625,7,-10.59,1,0.0517,0.19,0.0382,0.251,0.216,118.062,176949,4,alexrainbirdMusic 2023
Charlie Oriain,0rNWn0b2f8PiL8VAdDR152,54,[],Homesick,4hplF2EEAb1hxkAItGT4af,Homesick,06ovgbpjFwZCsggHI77TAG,29,0.424,0.259,1,-13.844,1,0.0479,0.755,0.000252,0.101,0.111,89.384,173548,4,alexrainbirdMusic 2023
The Hollow Men,2n1XDJJ6HBSQvn4essanna,31,[folk-pop],Said,1Y9bHdouJRJh8oNC4TBlFL,Said,671tojOpqxFkj7fdfLUL9a,31,0.418,0.362,3,-11.732,1,0.0545,0.58,2.33E-05,0.115,0.192,129.505,256174,4,alexrainbirdMusic 2023
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation: January 2023,0VX5O4NhI17ryy0QCIaOQ6,Southern Sun,4XjCk3NokX3rUAUy0m9ylT,26,0.55,0.475,8,-9.185,0,0.0285,0.0541,0.000523,0.0772,0.166,149,276000,4,alexrainbirdMusic 2023
WILDES,0ypTT9UqAU5sZpPo5JZmjR,39,[british singer-songwriter],Flames,3OPwmkiHs8fNCHd0cefLS5,Flames,4SOViQPn5neziT5oVHn5Mj,27,0.269,0.356,9,-11.606,0,0.0344,0.107,0.00387,0.111,0.122,122.723,270419,3,alexrainbirdMusic 2023
The Satellite Station,3Cz6z3clgPkPz84faABaDS,42,[folk-pop],My Home Is You,6yAU8DOjSnZ40N5EviiokR,Learn To Love Again,1t2ZvDRGio8syeJAz3dVJV,28,0.494,0.607,10,-5.117,1,0.027,0.364,0,0.103,0.361,145.979,222013,4,alexrainbirdMusic 2023
Gabrielle Grace,04I7vAN53FF1W4I3c0kdnS,27,[],Are You Feeling Good,4dRWosWUvULhlOFyaKurAC,Are You Feeling Good,2qcujBoSyiUrFoJaEcecSN,25,0.632,0.466,0,-7.406,1,0.0285,0.604,2.67E-05,0.517,0.468,125.924,233800,4,alexrainbirdMusic 2023
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation: January 2023,0VX5O4NhI17ryy0QCIaOQ6,Golden Sky,4KilXgodGr3OKNsoEXdXpR,23,0.688,0.224,7,-15.762,1,0.0303,0.858,0.00541,0.118,0.226,117.079,279279,5,alexrainbirdMusic 2023
Saint Middleton,6wbRCBmxAVoXhUPG5fx0vY,28,[bossbeat],Stand by You,5zuikXSiOAjdxzxlFo2ZzD,Stand by You,5x8fTXT0MT8pAi45qbH3Qu,26,0.177,0.345,0,-9.783,1,0.034,0.77,0.157,0.14,0.25,72.271,211719,4,alexrainbirdMusic 2023
LOKI,71EJ8oMfR3a20cqp3VrhRe,27,[],Cycles,3PKdVRQgdiAPQMBXdmiA20,Mantra,3t0P8qjP0rvW1KPtRWd45z,26,0.475,0.317,2,-16.234,1,0.0273,0.25,0.155,0.117,0.245,86.902,195862,4,alexrainbirdMusic 2023
Keyboard Dog,2nF1Bu7mDkYoeEYt02OU8z,28,[],amsterdam,6Mj8rhs71QZXRlQL5lSrfj,amsterdam,63KNEkrbMKEi3Ee2eU0MXx,37,0.58,0.403,4,-13.995,1,0.0438,0.878,0.0137,0.243,0.405,90.006,233186,4,alexrainbirdMusic 2023
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation: January 2023,0VX5O4NhI17ryy0QCIaOQ6,I Kinda Like Sleeping by the Highway,4wbdtl5k3Xfo5unBxPkTGY,23,0.545,0.161,1,-14.663,1,0.0309,0.908,0.000532,0.12,0.252,89.546,161000,4,alexrainbirdMusic 2023
Two & The Sun,0QPgvl3wZEp8JtHXHIguX1,24,[swiss pop],Coastline,6bbWyfao3G03Z6YLQ6s4CK,Coastline,651dbAT2jZ5b0ZhmR7fyhu,27,0.636,0.785,11,-8.839,1,0.0424,0.497,0.0223,0.188,0.65,94.02,200977,4,alexrainbirdMusic 2023
rainbow frog biscuits,6tyZ35su1t0W5Hx0rWhhvT,31,[gen z singer-songwriter],It's All Fake Anyway,6H4tUB33UvonpR4Ww5Bpeu,It's All Fake Anyway,4Upg4za60onP6MQfZqM8wZ,33,0.817,0.495,11,-12.505,1,0.0858,0.929,0.0165,0.16,0.959,111.968,180627,4,alexrainbirdMusic 2023
Cayson Renshaw,2hVHQSQmwraIZSyISHOWEf,37,[lds youth],(Hurting Takes) Some Time to Heal,1NQySAMLKM40hd61jVD3Hf,(Hurting Takes) Some Time to Heal,0nlL8nyl9tHKhKbcI61vzO,24,0.551,0.256,6,-12.077,1,0.0284,0.836,0.00733,0.111,0.501,141.039,174098,4,alexrainbirdMusic 2023
Various Artists,0LyfQWJT6nXafLPZqxe9Of,0,[],Indie / Pop / Folk Compilation: January 2023,0VX5O4NhI17ryy0QCIaOQ6,Gravity,0t8AeeIEtV7sUpiFLHz2V1,22,0.555,0.133,3,-17.563,1,0.046,0.736,8.11E-06,0.0855,0.0897,112.272,167314,4,alexrainbirdMusic 2023
Bien,2uodbv2953Z7R1ipwucK2A,54,[indie electropop],Do You Believe in Magic,6sdux9x3L2YAsDNFpUNADy,Do You Believe in Magic,6sHgKbgHzL9KWzdS4qxTqd,26,0.687,0.427,1,-9.751,1,0.036,0.748,0.00717,0.143,0.096,104.492,158000,4,alexrainbirdMusic 2023
Dawson Hollow,4BgqG2TR5C45CxBXtuXJ3R,36,"[indiecoustica, stomp and holler]",Covers EP,4GXAgGRpLvP2BolXN9VzOS,Mr. Blue Sky,2SaTjiE4luy9qUeC5Lgnkk,30,0.522,0.56,5,-7.133,1,0.0338,0.254,5.11E-05,0.0758,0.534,171.982,164000,4,alexrainbirdMusic 2023
Toby Johnson,6aWiYkCceJsc6lorPBdvIg,34,[indie anthem-folk],Your Cries,2WOEp1EuVn3LGup85QZ2Gq,Your Cries,1ES5LvIe9aEZJ6EDLwO87M,25,0.594,0.523,9,-9.04,1,0.045,0.59,1.66E-06,0.0786,0.306,141.899,174453,4,alexrainbirdMusic 2023
Siv Jakobsen,0vWslArrZa7drINEUobJZl,39,[indie folk],Tangerine,4yJnsynVnA85f4GcZkZaKg,Tangerine,321CAPcR4HTnaaxR0dus2e,25,0.437,0.364,2,-13.519,1,0.0463,0.643,0.0639,0.0619,0.194,79.838,185280,4,alexrainbirdMusic 2023
Cassandra Coleman,1O6GvgnaHzgcFlCX6RlhYV,27,[],Moonbeam,5lRvBt281HDWlvT9Xgrmbo,Moonbeam,4IOvX9cAG62AxC1YERaaAL,29,0.49,0.793,5,-4.67,1,0.1,0.148,1.72E-06,0.112,0.283,155.701,220045,4,alexrainbirdMusic 2023
The Neighborly,1PoeBBWMjWc0F7MeduJE2k,17,[],The Neighborly,31G6WukbmYFu6OKotW7Sp0,Falling Star,4G4iC518pXPRlPrQsXQMun,24,0.383,0.324,5,-13.354,1,0.0298,0.805,0.00396,0.0814,0.17,81.865,203547,4,alexrainbirdMusic 2023
Ethansroom,0obyulaZmmOhiSsnYIfHne,21,[nashville indie],Marigold,3j3YxJfgtCWJkPS4iWXxTT,Marigold,7zpIsxm48PDgfMzTt13Nsf,26,0.312,0.224,9,-11.897,1,0.0311,0.655,9.45E-06,0.21,0.247,200.614,169384,5,alexrainbirdMusic 2023
